,PageRank,Airport_name,Airport_info
4138,[0.43824051],CAZ,"Cobar Airport, Australia"
4194,[0.43824051],NAA,"Narrabri Airport, Australia"
3007,[0.43824051],ARM,"Armidale, Australia"
4186,[0.43824051],MRZ,"Moree Airport, Australia"
3540,[0.43814026],EDO,"Balikesir Korfez Airport, Turkey"
2933,[0.43814026],NAV,"Kapadokya, Turkey"
1192,[0.43814026],DNZ,"Cardak, Turkey"
3544,[0.43814026],KCM,"Kahramanmaras Airport, Turkey"
1188,[0.43814026],MZH,"Merzifon, Turkey"
4470,[0.43788683],TEN,"Tongren, China"
75,[0.43744407],YJT,"Stephenville, Canada"
2028,[0.43743684],MQT,"Sawyer International Airport, United States"
636,[0.4373619],MFU,"Mfuwe, Zambia"
3727,[0.4373619],CIP,"Chipata Airport, Zambia"
1365,[0.43705651],BIM,"South Bimini, Bahamas"
728,[0.43691549],MSU,"Moshoeshoe I Intl, Lesotho"
716,[0.43691549],BUQ,"J M Nkomo Intl, Zimbabwe"
596,[0.43691549],RCB,"Richards Bay, South Africa"
603,[0.43691549],UTT,"Mthatha, South Africa"
593,[0.43691549],PZB,"Pietermaritzburg, South Africa"
591,[0.43691549],PHW,"Phalaborwa, South Africa"
592,[0.43691549],PTG,"Polokwane International, South Africa"
618,[0.43691549],MTS,"Matsapha, Swaziland"
4240,[0.43673409],MXZ,"Meixian Airport, China"
4200,[0.43669781],PBO,"Paraburdoo Airport, Australia"
909,[0.43664946],EAS,"San Sebastian, Spain"
1356,[0.43653675],VTU,"Hermanos Ameijeiras, Cuba"
1346,[0.43653675],GAO,"Mariana Grajales, Cuba"
1352,[0.43653675],GER,"Rafael Cabrera, Cuba"
3194,[0.43651453],STC,"Saint Cloud Regional Airport, United States"
711,[0.43648246],PRI,"Praslin, Seychelles"
1823,[0.43641952],TUR,"Tucurui, Brazil"
4809,[0.43641952],BVS,"Breves Airport, Brazil"
1844,[0.43627953],ZOS,"Canal Bajo Carlos Hott Siebert, Chile"
1927,[0.43612101],ATA,"Comandante Fap German Arias Graziani, Peru"
1932,[0.43612101],TBP,"Pedro Canga, Peru"
2437,[0.43589238],HRO,"Boone Co, United States"
4822,[0.43524227],GPB,"Tancredo Thomaz de Faria Airport, Brazil"
2761,[0.43455987],BLV,"Scott Afb Midamerica, United States"
2648,[0.43455987],LCK,"Rickenbacker Intl, United States"
4463,[0.43455987],GYY,"Gary Chicago International Airport, United States"
2295,[0.43445946],IPH,"Sultan Azlan Shah, Malaysia"
2572,[0.43432433],YUM,"Yuma Mcas Yuma Intl, United States"
2504,[0.4342455],PQI,"Northern Maine Rgnl At Presque Isle, United States"
2677,[0.43413852],MKL,"Mc Kellar Sipes Rgnl, United States"
3698,[0.43396408],LUD,"Luderitz Airport, Namibia"
1977,[0.43302369],VLV,"Dr Antonio Nicolas Briceno, Venezuela"
1966,[0.43302369],PYH,"Casique Aramare, Venezuela"
1955,[0.43302369],CZE,"Jose Leonardo Chirinos, Venezuela"
1973,[0.43302369],SOM,"San Tome, Venezuela"
4898,[0.43299284],HZH,"Liping Airport, China"
3591,[0.43262201],LMT,"Klamath Falls Airport, United States"
3584,[0.43262201],OTH,"Southwest Oregon Regional Airport, United States"
2726,[0.43256838],MCN,"Middle Georgia Rgnl, United States"
1647,[0.43255532],OIM,"Oshima, Japan"
1599,[0.43255532],SHM,"Nanki Shirahama, Japan"
3342,[0.43255532],MYE,"Miyakejima Airport, Japan"
3344,[0.43255532],ONJ,"Odate Noshiro Airport, Japan"
1610,[0.43255532],MBE,"Monbetsu, Japan"
3343,[0.43255532],SYO,"Shonai Airport, Japan"
1631,[0.43255532],IZO,"Izumo, Japan"
1646,[0.43255532],HAC,"Hachijojima, Japan"
2385,[0.43255532],NTQ,"Noto, Japan"
1636,[0.43255532],TTJ,"Tottori, Japan"
4424,[0.43255302],WUZ,"Changzhoudao Airport, China"
3558,[0.43246806],ANE,"Angers-Loire Airport, France"
3224,[0.43214289],OGL,"Ogle, Guyana"
1544,[0.43210887],PJG,"Panjgur, Pakistan"
757,[0.43110013],VDE,"Hierro, Spain"
415,[0.43103537],WIC,"Wick, United Kingdom"
5229,[0.43093181],AEB,"Tianyang, China"
212,[0.43085993],TEE,"Cheikh Larbi Tebessi, Algeria"
228,[0.43085993],LOO,"Laghouat, Algeria"
220,[0.43085993],MUW,"Ghriss, Algeria"
209,[0.43085993],GJL,"Jijel, Algeria"
3781,[0.43085993],ELU,"Guemar Airport, Algeria"
227,[0.43085993],TGR,"Sidi Mahdi, Algeria"
2560,[0.43056064],IPT,"Williamsport Rgnl, United States"
2951,[0.43056064],HVN,"Tweed-New Haven Airport, United States"
3097,[0.4302178],PYY,"Pai, Thailand"
858,[0.4285218],ARK,"Arusha, Tanzania"
864,[0.4285218],MYW,"Mtwara, Tanzania"
255,[0.42794709],KAD,"Kaduna, Nigeria"
254,[0.42794709],JOS,"Yakubu Gowon, Nigeria"
4864,[0.42790484],ILD,"Lleida-Alguaire Airport, Spain"
280,[0.42772053],ANR,"Deurne, Belgium"
1006,[0.42717556],LRT,"Lann Bihoue, France"
3324,[0.42646427],LEC,"Chapada Diamantina Airport, Brazil"
1787,[0.42646427],LAZ,"Bom Jesus Da Lapa, Brazil"
1170,[0.42623685],SCV,"Stefan Cel Mare, Romania"
1159,[0.42623685],BAY,"Tautii Magheraus, Romania"
1166,[0.42623685],OMR,"Oradea, Romania"
1169,[0.42623685],SUJ,"Satu Mare, Romania"
3744,[0.42623412],KSD,"Karlstad Airport, Sweden"
4244,[0.42612356],ENH,"Enshi Airport, China"
807,[0.4259722],AMH,"Arba Minch, Ethiopia"
809,[0.4259722],BJR,"Bahir Dar, Ethiopia"
816,[0.4259722],ASO,"Asosa, Ethiopia"
2927,[0.42592576],AXK,"Ataq, Yemen"
1582,[0.42513939],TTT,"Fengnin, Taiwan"
237,[0.42510399],NYI,"Sunyani, Ghana"
3992,[0.42477478],IFO,"Ivano Frankivsk International Airport, Ukraine"
1060,[0.42459979],SKU,"Skiros, Greece"
828,[0.42425307],MUH,"Mersa Matruh, Egypt"
5159,[0.42407902],CSO,"Magdeburg-Cochstedt, Germany"
4150,[0.42404868],DPO,"Devonport Airport, Australia"
3632,[0.42379837],RUA,"Arua Airport, Uganda"
2272,[0.42374207],LDU,"Lahad Datu, Malaysia"
3335,[0.421638],CGM,"Camiguin Airport, Philippines"
4435,[0.42085644],CYZ,"Cauayan Airport, Philippines"
1689,[0.42085644],SJI,"Antique, Philippines"
3973,[0.42085644],VRC,"Virac Airport, Philippines"
1994,[0.42076918],PSE,"Mercedita, Puerto Rico"
624,[0.42070275],RRG,"Plaine Corail, Mauritius"
3761,[0.42062403],CFN,"Donegal Airport, Ireland"
4912,[0.42042771],WNH,"Wenshan Airport, China"
4264,[0.42042771],ZAT,"Zhaotong Airport, China"
4895,[0.42042771],BSD,"Baoshan Airport, China"
4911,[0.42042771],LNJ,"Lincang Airport, China"
842,[0.42037716],GHT,"Ghat, Libya"
847,[0.42037716],LTD,"Ghadames East, Libya"
3645,[0.42037716],SRX,"Gardabya Airport, Libya"
3537,[0.42037716],QUB,"Ubari Airport, Libya"
5279,[0.42003085],VIN,"Vinnitsa, Ukraine"
2031,[0.42003085],PWE,"Pevek, Russia"
470,[0.41940213],RKE,"Roskilde, Denmark"
1289,[0.41928995],NLD,"Quetzalcoatl Intl, Mexico"
1261,[0.41928995],CVM,"General Pedro Jose Mendez Intl, Mexico"
1274,[0.41928995],LZC,"Lazaro Cardenas, Mexico"
3505,[0.41928995],JAL,"Lencero Airport, Mexico"
1256,[0.41928995],CTM,"Chetumal Intl, Mexico"
1283,[0.41928995],MTT,"Minatitlan, Mexico"
1310,[0.41928995],TAP,"Tapachula Intl, Mexico"
2696,[0.41897828],OGS,"Ogdensburg Intl, United States"
2522,[0.41897828],MSS,"Massena Intl Richards Fld, United States"
4070,[0.41866233],HAQ,"Hanimaadhoo Airport, Maldives"
4115,[0.41860602],LSW,"Malikus Saleh Airport, Indonesia"
2280,[0.41860602],GNS,"Binaka, Indonesia"
177,[0.41812393],YYF,"Penticton, Canada"
3813,[0.41812393],YPW,"Powell River Airport, Canada"
3791,[0.41812393],ZMT,"Masset Airport, Canada"
5288,[0.41812393],YZZ,"Trail Airport, Canada"
194,[0.41812393],YZP,"Sandspit, Canada"
3339,[0.41762469],WJU,"Wonju Airport, South Korea"
875,[0.41748975],PDV,"Plovdiv, Bulgaria"
5689,[0.41720988],ODO,"Bodaibo, Russia"
2883,[0.41698551],BMU,"Muhammad Salahuddin, Indonesia"
852,[0.4167887],ELF,"El Fashir, Sudan"
2969,[0.41675024],FRS,"Mundo Maya International, Guatemala"
3176,[0.41570964],SAB,"Juancho E. Yrausquin, Netherlands Antilles"
5717,[0.41446748],BFJ,"Bijie Feixiong Airport, China"
4862,[0.41446748],FUO,"Foshan, China"
402,[0.41437079],MSE,"Manston, United Kingdom"
2812,[0.41415928],FOD,"Fort Dodge Rgnl, United States"
1733,[0.41415928],IWD,"Gogebic Iron County Airport, United States"
2624,[0.41415928],HIB,"Chisholm Hibbing, United States"
4346,[0.41415928],MCW,"Mason City Municipal, United States"
3627,[0.41415928],ABR,"Aberdeen Regional Airport, United States"
882,[0.41391941],OSI,"Osijek, Croatia"
778,[0.41354162],AHU,"Cherif El Idrissi, Morocco"
3940,[0.41352811],KOV,"Kokshetau Airport, Kazakhstan"
3186,[0.41333213],TWF,"Magic Valley Regional Airport, United States"
2967,[0.41333213],BTM,"Bert Mooney Airport, United States"
4559,[0.41333213],WYS,"Yellowstone Airport, United States"
3581,[0.41333213],PIH,"Pocatello Regional Airport, United States"
2795,[0.41333213],CDC,"Cedar City Rgnl, United States"
3605,[0.41333213],EKO,"Elko Regional Airport, United States"
843,[0.41328512],AKF,"Kufra, Libya"
894,[0.4132417],BJZ,"Talavera La Real, Spain"
329,[0.41323925],KSF,"Kassel Calden, Germany"
5420,[0.41304054],RKZ,"Shigatse Peace Airport, China"
4316,[0.41304054],PZI,"Panzhihua, China"
4282,[0.41304054],BPX,"Qamdo Bangda Airport, China"
4288,[0.41304054],LZY,"Nyingchi Airport, China"
3995,[0.41285743],UDJ,"Uzhhorod International Airport, Ukraine"
4058,[0.41278385],SHL,"Shillong Airport, India"
1216,[0.41262058],INI,"Nis, Serbia"
3395,[0.41217567],KDU,"Skardu Airport, Pakistan"
1537,[0.41217567],GIL,"Gilgit, Pakistan"
3094,[0.41211025],CAH,"Ca Mau, Vietnam"
4076,[0.41211025],VCS,"Co Ong Airport, Vietnam"
1589,[0.4116587],TNN,"Tainan, Taiwan"
83,[0.41153017],YLL,"Lloydminster, Canada"
113,[0.41153017],YQL,"Lethbridge, Canada"
163,[0.41153017],YXH,"Medicine Hat, Canada"
5652,[0.41145878],LLF,"Yongzhou Lingling Airport, China"
5187,[0.41140769],YZY,"Mackenzie Airport, Canada"
434,[0.41123783],OXF,"Kidlington, United Kingdom"
2521,[0.41111201],MUE,"Waimea Kohala, United States"
1097,[0.41105831],BZO,"Bolzano, Italy"
4434,[0.41105456],KVK,"Kirovsk-Apatity Airport, Russia"
5607,[0.41105456],GBB,"Qabala Airport, Azerbaijan"
4011,[0.41105456],ESL,"Elista Airport, Russia"
4050,[0.41105456],OSW,"Orsk Airport, Russia"
4000,[0.41105456],PES,"Petrozavodsk Airport, Russia"
5589,[0.41105456],RGK,"Gorno-Altaysk Airport, Russia"
4051,[0.41105456],PEZ,"Penza Airport, Russia"
4049,[0.41105456],ULY,"Ulyanovsk East Airport, Russia"
3984,[0.41105456],DYR,"Ugolny Airport, Russia"
4007,[0.41101201],IAA,"Igarka Airport, Russia"
1613,[0.41095231],RIS,"Rishiri, Japan"
908,[0.41051667],SLM,"Salamanca, Spain"
4078,[0.410362],DIN,"Dien Bien Phu Airport, Vietnam"
3252,[0.40955597],CEZ,"Cortez Muni, United States"
3027,[0.40955597],TEX,"Telluride, United States"
4563,[0.40955597],VEL,"Vernal Regional Airport, United States"
3595,[0.40955597],LAR,"Laramie Regional Airport, United States"
4560,[0.40955597],ALS,"San Luis Valley Regional Airport, United States"
4015,[0.40955597],EAR,"Kearney Municipal Airport, United States"
1201,[0.40955597],RIW,"Riverton Regional, United States"
3572,[0.40955597],SHR,"Sheridan County Airport, United States"
2715,[0.40955597],FMN,"Four Corners Rgnl, United States"
1488,[0.40949148],TUI,"Turaif, Saudi Arabia"
1480,[0.40949148],RAH,"Rafha, Saudi Arabia"
5401,[0.40949148],ULH,"Prince Abdul Majeed Airport, Saudi Arabia"
5681,[0.40946507],KGT,"Kangding Airport, China"
3267,[0.40943884],JLN,"Joplin Rgnl, United States"
3182,[0.40943884],LAW,"Lawton-Fort Sill Regional Airport, United States"
2587,[0.40943884],BPT,"Southeast Texas Rgnl, United States"
2741,[0.40943884],TXK,"Texarkana Rgnl Webb Fld, United States"
2690,[0.40943884],ABI,"Abilene Rgnl, United States"
2708,[0.40943884],ROW,"Roswell Intl Air Center, United States"
2653,[0.40943884],SPS,"Sheppard Afb Wichita Falls Muni, United States"
2673,[0.40943884],ACT,"Waco Rgnl, United States"
2441,[0.40943884],GGG,"East Texas Rgnl, United States"
2680,[0.40943884],SJT,"San Angelo Rgnl Mathis Fld, United States"
2473,[0.40943884],GCK,"Garden City Rgnl, United States"
1565,[0.40926215],ROP,"Rota Intl, Northern Mariana Islands"
4385,[0.40914468],TEQ,"Tekirdağ Çorlu Airport, Turkey"
3993,[0.40907692],CWC,"Chernivtsi International Airport, Ukraine"
463,[0.40845847],WAT,"Waterford, Ireland"
2150,[0.40784686],RJH,"Shah Mokhdum, Bangladesh"
3562,[0.40751799],YKM,"Yakima Air Terminal McAllister Field, United States"
3622,[0.40751799],ALW,"Walla Walla Regional Airport, United States"
4360,[0.40751799],EAT,"Pangborn Field, United States"
4959,[0.40727604],LAM,"Los Alamos Airport, United States"
2573,[0.40727604],CNM,"Cavern City Air Terminal, United States"
3680,[0.40711008],GMZ,"La Gomera Airport, Spain"
2567,[0.40700867],JBR,"Jonesboro Muni, United States"
3613,[0.40700867],CGI,"Cape Girardeau Regional Airport, United States"
2639,[0.40700867],TBN,"Waynesville Rgnl Arpt At Forney Fld, United States"
2233,[0.40700867],MWA,"Williamson Country Regional Airport, United States"
3597,[0.40700867],IRK,"Kirksville Regional Airport, United States"
3567,[0.40700867],UIN,"Quincy Regional Baldwin Field, United States"
356,[0.40700129],KUO,"Kuopio, Finland"
354,[0.40700129],KAO,"Kuusamo, Finland"
347,[0.40700129],IVL,"Ivalo, Finland"
348,[0.40700129],JOE,"Joensuu, Finland"
4894,[0.40648958],LCX,"Longyan Airport, China"
1390,[0.40640794],PPG,"Pago Pago Intl, American Samoa"
3798,[0.40627289],ZBF,"Bathurst Airport, Canada"
850,[0.40610315],KME,"Kamembe, Rwanda"
1490,[0.40574887],EJH,"Wejh, Saudi Arabia"
3566,[0.4055872],VCT,"Victoria Regional Airport, United States"
2721,[0.4055872],HOB,"Lea Co Rgnl, United States"
424,[0.40549534],DND,"Dundee, United Kingdom"
1005,[0.40549534],DOL,"St Gatien, France"
3057,[0.40517855],PKB,"Mid-Ohio Valley Regional Airport, United States"
2168,[0.40515873],KNU,"Kanpur, India"
2170,[0.40515873],LUH,"Ludhiana, India"
3588,[0.40464178],LYH,"Lynchburg Regional Preston Glenn Field, United States"
781,[0.40413418],ZIG,"Ziguinchor, Senegal"
2104,[0.40355362],JGA,"Jamnagar, India"
4408,[0.40355362],NDC,"Nanded Airport, India"
5069,[0.40327592],MYQ,"Mysore Airport, India"
2201,[0.40327592],PNY,"Pondicherry, India"
2096,[0.40327592],IXG,"Belgaum, India"
3196,[0.40282412],GTR,"Golden Triangle Regional Airport, United States"
3582,[0.40282412],PIB,"Hattiesburg Laurel Regional Airport, United States"
3626,[0.40282412],ABY,"Southwest Georgia Regional Airport, United States"
3181,[0.40282412],CSG,"Columbus Metropolitan Airport, United States"
3565,[0.40282412],VLD,"Valdosta Regional Airport, United States"
3249,[0.40282412],MEI,"Key Field, United States"
2711,[0.40282412],DHN,"Dothan Rgnl, United States"
3585,[0.40282412],MSL,"Northwest Alabama Regional Airport, United States"
3616,[0.40282412],BQK,"Brunswick Golden Isles Airport, United States"
338,[0.40281096],URE,"Kuressaare, Estonia"
2957,[0.40181737],APF,"Naples Muni, United States"
546,[0.40176733],KRN,"Kiruna, Sweden"
540,[0.40176733],GEV,"Gallivare, Sweden"
545,[0.40176733],OER,"Ornskoldsvik, Sweden"
506,[0.40138791],SRP,"Sorstokken, Norway"
487,[0.40138791],BDU,"Bardufoss, Norway"
489,[0.40138791],VDB,"Leirin, Norway"
2133,[0.40128415],ESC,"Delta County Airport, United States"
3579,[0.40128415],PLN,"Pellston Regional Airport of Emmet County Airport, United States"
3612,[0.40128415],CIU,"Chippewa County International Airport, United States"
4417,[0.40114511],TCG,"Tacheng Airport, China"
505,[0.40098857],SKE,"Geiteryggen, Norway"
429,[0.40095658],CBG,"Cambridge, United Kingdom"
524,[0.40054154],JKG,"Jonkoping, Sweden"
4608,[0.40046165],VIS,"Visalia Municipal Airport, United States"
4609,[0.40046165],MCE,"Merced Municipal Airport, United States"
3031,[0.40046165],CLD,"McClellan-Palomar Airport, United States"
4607,[0.40046165],IYK,"Inyokern Airport, United States"
3036,[0.40015472],KOS,"Sihanoukville, Cambodia"
2915,[0.40012262],LWN,"Gyumri, Armenia"
1011,[0.40008294],LAI,"Lannion, France"
969,[0.40008294],AUR,"Aurillac, France"
945,[0.40008294],LPY,"Loudes, France"
1529,[0.39998687],KHS,"Khasab, Oman"
1045,[0.39977051],KZI,"Filippos, Greece"
1036,[0.39977051],KSO,"Aristotelis, Greece"
3131,[0.39977051],PAS,"Paros, Greece"
3129,[0.39977051],MLO,"Milos, Greece"
3555,[0.39977051],JSY,"Syros Airport, Greece"
1034,[0.39977051],IOA,"Ioannina, Greece"
3130,[0.39977051],JNX,"Naxos, Greece"
2809,[0.39972412],ART,"Watertown Intl, United States"
2725,[0.39972412],SUX,"Sioux Gateway Col Bud Day Fld, United States"
3623,[0.39972412],ALO,"Waterloo Regional Airport, United States"
3609,[0.39972412],CMX,"Houghton County Memorial Airport, United States"
3299,[0.39972412],DBQ,"Dubuque Rgnl, United States"
3060,[0.39972412],PAH,"Barkley Regional Airport, United States"
3587,[0.39972412],MKG,"Muskegon County Airport, United States"
3606,[0.39972412],EAU,"Chippewa Valley Regional Airport, United States"
3617,[0.39970537],BKW,"Raleigh County Memorial Airport, United States"
4549,[0.39970537],SHD,"Shenandoah Valley Regional Airport, United States"
3590,[0.39970537],LNS,"Lancaster Airport, United States"
1253,[0.39960717],CVJ,"General Mariano Matamoros, Mexico"
1154,[0.39941735],PDT,"Eastern Oregon Regional Airport, United States"
3302,[0.39927904],NAJ,"Nakhchivan Airport, Azerbaijan"
3541,[0.39927904],ISE,"Isparta Süleyman Demirel Airport, Turkey"
3542,[0.39927904],ADF,"Adiyaman Airport, Turkey"
3574,[0.39890846],RUT,"Rutland State Airport, United States"
3571,[0.39890846],SLK,"Adirondack Regional Airport, United States"
2971,[0.39890846],RKD,"Knox County Regional Airport, United States"
2674,[0.39890846],AUG,"Augusta State, United States"
777,[0.39886207],OZZ,"Ouarzazate, Morocco"
195,[0.39868844],YZR,"Chris Hadfield, Canada"
59,[0.39868844],YGK,"Kingston, Canada"
2211,[0.39800807],LPT,"Lampang, Thailand"
2894,[0.39800807],KKC,"Khon Kaen, Thailand"
2895,[0.39800807],THS,"Sukhothai, Thailand"
3076,[0.39800807],TDX,"Trat, Thailand"
2188,[0.3977488],AGX,"Agatti, India"
3762,[0.39766077],BRR,"Barra Airport, United Kingdom"
3774,[0.39766077],CAL,"Campbeltown Airport, United Kingdom"
420,[0.39766077],ILY,"Islay, United Kingdom"
426,[0.39766077],TRE,"Tiree, United Kingdom"
3184,[0.39743411],FLG,"Flagstaff Pulliam Airport, United States"
4565,[0.39743411],SOW,"Show Low Regional Airport, United States"
4021,[0.39743411],SVC,"Grant County Airport, United States"
3041,[0.39677609],RDD,"Redding Muni, United States"
2787,[0.39677609],MOD,"Modesto City Co Harry Sham, United States"
2682,[0.39677609],CIC,"Chico Muni, United States"
3570,[0.39634692],SLN,"Salina Municipal Airport, United States"
4542,[0.39595591],MBL,"Manistee County-Blacker Airport, United States"
3625,[0.39459305],AHN,"Athens Ben Epps Airport, United States"
3098,[0.39422609],BWK,"Brac, Croatia"
277,[0.39398402],TOE,"Nefta, Tunisia"
1157,[0.39369803],ARW,"Arad, Romania"
5139,[0.39285917],YUS,"Yushu Batang, China"
3552,[0.39082698],SOB,"Sármellék International Airport, Hungary"
1021,[0.39054415],EPL,"Mirecourt, France"
3187,[0.39054415],MCM,"Monaco, Monaco"
1212,[0.39041643],OHD,"Ohrid, Macedonia"
3560,[0.38983395],RJL,"Logroño-Agoncillo Airport, Spain"
468,[0.38967851],KRP,"Karup, Denmark"
471,[0.38967851],RNN,"Bornholm Ronne, Denmark"
472,[0.38967851],SGD,"Sonderborg, Denmark"
1019,[0.38937138],DIJ,"Longvic, France"
3983,[0.38931075],YNY,"Yangyang International Airport, South Korea"
559,[0.38897111],LPI,"Saab, Sweden"
4389,[0.38814194],AOE,"Anadolu Airport, Turkey"
3132,[0.38752038],KZS,"Kastelorizo, Greece"
4412,[0.38697919],RGS,"Burgos Airport, Spain"
3230,[0.38691471],TCP,"Taba Intl, Egypt"
3548,[0.38657297],BNX,"Banja Luka International Airport, Bosnia and Herzegovina"
5673,[0.38644852],THQ,"Tianshui Airport, China"
4507,[0.36357143],ZSW,"Seal Cove Seaplane Base, Canada"
5580,[0.36357143],OVA,"Bekily, Madagascar"
4510,[0.36357143],SUS,"Spirit Of St Louis, United States"
5583,[0.36357143],XZK,"Amherst Amtrak Station AMM, United States"
5040,[0.36357143],SXQ,"Soldotna Airport, United States"
5557,[0.36357143],POF,"Poplar Bluff Municipal Airport, United States"
5582,[0.36357143],ZSF,"Springfield Amtrak Station, United States"
4511,[0.36357143],LYU,"Ely Municipal, United States"
5554,[0.36357143],BVY,"Beverly Municipal Airport, United States"
5581,[0.36357143],ZRA,"Atlantic City Rail Terminal, United States"
5574,[0.36357143],KLK,"Kalokol, Kenya"
4506,[0.36357143],GED,"Sussex Co, United States"
4505,[0.36357143],ERV,"Kerrville Municipal Airport, United States"
4528,[0.36357143],BPM,"Bagram AFB, Afghanistan"
4504,[0.36357143],LXY,"Mexia - Limestone County Airport, United States"
5579,[0.36357143],ATJ,"Antsirabe, Madagascar"
5578,[0.36357143],DVD,"Andavadoaka, Madagascar"
4503,[0.36357143],BWD,"KBWD, United States"
5558,[0.36357143],EPM,"Eastport Municipal Airport, United States"
4529,[0.36357143],EGA,"Eagle County Airport, United States"
4501,[0.36357143],GSS,"Sabi Sabi Airport, South Africa"
5150,[0.36357143],CDA,"Cooinda, Australia"
5576,[0.36357143],ILU,"Kilaguni, Kenya"
4502,[0.36357143],ZFV,"Philadelphia 30th St Station, United States"
5575,[0.36357143],KEY,"Kericho, Kenya"
5039,[0.36357143],RWI,"Rocky Mount Wilson Regional Airport, United States"
5577,[0.36357143],KRV,"Kerio Valley, Kenya"
4491,[0.36357143],RHP,"Ramechhap, Nepal"
5151,[0.36357143],JAB,"Jabiru, Australia"
4475,[0.36357143],SCH,"Stratton ANGB - Schenectady County Airpor, United States"
4472,[0.36357143],ZBP,"Penn Station, United States"
5560,[0.36357143],ME5,"Banks Airport, United States"
4473,[0.36357143],ZYP,"Penn Station, United States"
5559,[0.36357143],EOK,"Keokuk Municipal Airport, United States"
4474,[0.36357143],NIU,"Niau, French Polynesia"
4515,[0.36357143],ARV,"Lakeland, United States"
5156,[0.36357143],TOP,"Philip Billard Muni, United States"
4483,[0.36357143],AGL,"Wanigela Airport, Papua New Guinea"
5157,[0.36357143],EMP,"Emporia Municipal Airport, United States"
4478,[0.36357143],LGO,"Langeoog Airport, Germany"
4514,[0.36357143],EGV,"Eagle River, United States"
4479,[0.36357143],FNE,"Fane Airport, Papua New Guinea"
4480,[0.36357143],ITK,"Itokama Airport, Papua New Guinea"
4481,[0.36357143],ONB,"Ononge Airport, Papua New Guinea"
4508,[0.36357143],GBN,"Great Bend Municipal, United States"
5043,[0.36357143],STP,"London St Pancras, United Kingdom"
4516,[0.36357143],IKV,"Ankeny Regl Airport, United States"
4517,[0.36357143],YBV,"Berens River, Canada"
5155,[0.36357143],HGS,"Hastings Airport, Sierra Leone"
4518,[0.36357143],NGP,"Corpus Christi NAS, United States"
4468,[0.36357143],OXR,"Oxnard - Ventura County, United States"
4519,[0.36357143],YPI,"Seaplane Base, Canada"
5044,[0.36357143],ZYA,"Amsterdam Centraal, Netherlands"
5561,[0.36357143],PSL,"Perth Scone Airport, United Kingdom"
4520,[0.36357143],AVX,"Avalon, United States"
5154,[0.36357143],MPB,"Miami Seaplane Base, United States"
5045,[0.36357143],JMY,"Mammy Yoko Heliport, Sierra Leone"
5564,[0.36357143],E51,"Bagdad Airport, United States"
5563,[0.36357143],VNA,"Saravane Airport, Laos"
5562,[0.36357143],SOO,"Soderhamn Airport, Sweden"
4522,[0.36357143],ZIN,"Air Base, Switzerland"
4482,[0.36357143],TPI,"Tapini Airport, Papua New Guinea"
5565,[0.36357143],DKS,"Dikson Airport, Russia"
4458,[0.36357143],ELA,"Naypyidaw, Burma"
4496,[0.36357143],BMC,"Brigham City, United States"
5567,[0.36357143],BYT,"Bantry Aerodrome, Ireland"
5568,[0.36357143],CHE,"Reeroe Airport, Ireland"
4495,[0.36357143],LGU,"Logan-Cache, United States"
4460,[0.36357143],HHA,"Huanghua Intl, China"
4527,[0.36357143],HUT,"Hutchinson Municipal Airport, United States"
5569,[0.36357143],ADY,"Alldays Airport, South Africa"
4459,[0.36357143],ZXB,"Jan Mayensfield, Norway"
5556,[0.36357143],YRQ,"Trois Rivieres Airport, Canada"
5570,[0.36357143],E55,"Ocean Ridge Airport, United States"
5571,[0.36357143],1G3,"Kent State Airport, United States"
5572,[0.36357143],GAS,"Garissa, Kenya"
4497,[0.36357143],MLD,"Malad City, United States"
5573,[0.36357143],HOA,"Hola, Kenya"
5152,[0.36357143],RGB,"Regensburg HBF, Germany"
4494,[0.36357143],LCQ,"Lake City Municipal Airport, United States"
4493,[0.36357143],ISM,"Kissimmee Gateway Airport, United States"
5041,[0.36357143],SEE,"Gillespie, United States"
4526,[0.36357143],SWT,"Strezhevoy, Russia"
4521,[0.36357143],MHV,"Mojave, United States"
4490,[0.36357143],NLV,"Mykolaiv International Airport, Ukraine"
4489,[0.36357143],UST,"St. Augustine Airport, United States"
4488,[0.36357143],CKC,"Cherkassy, Ukraine"
5160,[0.36357143],WZB,"Wurzburg HBF, Germany"
4487,[0.36357143],NLP,"Nelspruit Airport, South Africa"
5566,[0.36357143],XBG,"Bogande Airport, Canada"
4525,[0.36357143],INQ,"Inisheer, Ireland"
4486,[0.36357143],TFM,"Telefomin Airport, Papua New Guinea"
4485,[0.36357143],AWB,"Awaba Airport, Papua New Guinea"
4484,[0.36357143],WTP,"Woitape Airport, Papua New Guinea"
5153,[0.36357143],TLG,"Treuchtlingen BF, Germany"
5555,[0.36357143],O27,"Oakdale Airport, United States"
4471,[0.36357143],KNC,"Jinggangshan, China"
4407,[0.36357143],SLV,"Shimla Airport, India"
5584,[0.36357143],QQK,"London - Kings Cross, United Kingdom"
4341,[0.36357143],RRA,"Ronda Airport, Spain"
4351,[0.36357143],QNC,"Neuchatel Airport, Switzerland"
5083,[0.36357143],KEX,"Kempten HBF, Germany"
4349,[0.36357143],DAQ,"Daqing Saertu Airport, China"
5680,[0.36357143],KMP,"Keetmanshoop, Namibia"
5118,[0.36357143],HDB,"Heidelberg, Germany"
5117,[0.36357143],BCE,"Bryce Canyon, United States"
