,PageRank,Airport_name,Airport_info
4087,[0.36357143],BSX,"Pathein Airport, Burma"
4088,[0.36357143],PKK,"Pakhokku Airport, Burma"
4089,[0.36357143],SWQ,"Sumbawa Besar Airport, Indonesia"
4091,[0.36357143],BUI,"Bokondini Airport, Indonesia"
4092,[0.36357143],SEH,"Senggeh Airport, Indonesia"
4093,[0.36357143],TJS,"Tanjung Harapan Airport, Indonesia"
4096,[0.36357143],TJG,"Warukin Airport, Indonesia"
4097,[0.36357143],SMQ,"Sampit(Hasan) Airport, Indonesia"
4099,[0.36357143],ARD,"Mali Airport, Indonesia"
4100,[0.36357143],BLG,"Belaga Airport, Malaysia"
4107,[0.36357143],TMG,"Tomanggong Airport, Malaysia"
4110,[0.36357143],HLP,"Halim Perdanakusuma International Airport, Indonesia"
4113,[0.36357143],SQG,"Susilo Airport, Indonesia"
4114,[0.36357143],PDO,"Pendopo Airport, Indonesia"
4118,[0.36357143],LBW,"Long Bawan Airport, Indonesia"
4119,[0.36357143],NNX,"Nunukan Airport, Indonesia"
4122,[0.36357143],GYL,"Argyle Airport, Australia"
4125,[0.36357143],BDD,"Badu Island Airport, Australia"
4085,[0.36357143],LIW,"Loikaw Airport, Burma"
4067,[0.36357143],MEY,"Meghauli Airport, Nepal"
4064,[0.36357143],KON,"Kontum Airport, Vietnam"
4041,[0.36357143],RYB,"Staroselye Airport, Russia"
4013,[0.36357143],BKX,"Brookings Regional Airport, United States"
4014,[0.36357143],BLF,"Mercer County Airport, United States"
4017,[0.36357143],IFP,"Laughlin-Bullhead Intl, United States"
4022,[0.36357143],LPS,"Lopez Island Airport, United States"
4025,[0.36357143],NYA,"Nyagan Airport, Russia"
4030,[0.36357143],RAT,"Raduzhny Airport, Russia"
4031,[0.36357143],NFG,"Nefteyugansk Airport, Russia"
4032,[0.36357143],KRO,"Kurgan Airport, Russia"
4043,[0.36357143],URS,"Kursk East Airport, Russia"
4063,[0.36357143],OUI,"Ban Huoeisay Airport, Laos"
4044,[0.36357143],LPK,"Lipetsk Airport, Russia"
4047,[0.36357143],JOK,"Yoshkar-Ola Airport, Russia"
4053,[0.36357143],BWO,"Balakovo Airport, Russia"
4055,[0.36357143],KCT,"Koggala Airport, Sri Lanka"
4056,[0.36357143],WRZ,"Wirawila Airport, Sri Lanka"
4057,[0.36357143],BBM,"Battambang Airport, Cambodia"
4061,[0.36357143],TEZ,"Tezpur Airport, India"
4062,[0.36357143],BZL,"Barisal Airport, Bangladesh"
4130,[0.36357143],BRK,"Bourke Airport, Australia"
4133,[0.36357143],OKY,"Oakey Airport, Australia"
3721,[0.36357143],MXT,"Maintirano Airport, Madagascar"
4136,[0.36357143],BLT,"Blackwater Airport, Australia"
4212,[0.36357143],MJK,"Shark Bay Airport, Australia"
4213,[0.36357143],SBR,"Saibai Island Airport, Australia"
4214,[0.36357143],SRN,"Strahan Airport, Australia"
4216,[0.36357143],TCA,"Tennant Creek Airport, Australia"
4217,[0.36357143],VCD,"Victoria River Downs Airport, Australia"
4218,[0.36357143],SYU,"Warraber Island Airport, Australia"
4221,[0.36357143],WUN,"Wiluna Airport, Australia"
4222,[0.36357143],WOL,"Wollongong Airport, Australia"
4225,[0.36357143],OKR,"Yorke Island Airport, Australia"
4226,[0.36357143],XMY,"Yam Island Airport, Australia"
4248,[0.36357143],AKA,"Ankang Airport, China"
4250,[0.36357143],HZG,"Hanzhong Airport, China"
4255,[0.36357143],AVK,"Arvaikheer Airport, Mongolia"
4291,[0.36357143],IQM,"Qiemo Airport, China"
4301,[0.36357143],WME,"Mount Keith, Australia"
4302,[0.36357143],LRV,"Gran Roque Airport, Venezuela"
4303,[0.36357143],IOR,"Inishmore Airport, Ireland"
4304,[0.36357143],NNR,"Connemara Regional Airport, Ireland"
4305,[0.36357143],GTI,"Guettin MecklenburgVorpommern Germany, Germany"
4209,[0.36357143],RAM,"Ramingining Airport, Australia"
4199,[0.36357143],PMK,"Palm Island Airport, Australia"
4192,[0.36357143],MBH,"Maryborough Airport, Australia"
4166,[0.36357143],KRB,"Karumba Airport, Australia"
4137,[0.36357143],CVQ,"Carnarvon Airport, Australia"
4140,[0.36357143],CNC,"Coconut Island Airport, Australia"
4143,[0.36357143],CTN,"Cooktown Airport, Australia"
4145,[0.36357143],CNB,"Coonamble Airport, Australia"
4149,[0.36357143],NLF,"Darnley Island Airport, Australia"
4159,[0.36357143],HOK,"Hooker Creek Airport, Australia"
4163,[0.36357143],KAX,"Kalbarri Airport, Australia"
4165,[0.36357143],KFG,"Kalkgurung Airport, Australia"
4168,[0.36357143],KUG,"Kubin Airport, Australia"
4191,[0.36357143],MYI,"Murray Island Airport, Australia"
4169,[0.36357143],LNO,"Leonora Airport, Australia"
4170,[0.36357143],LEL,"Lake Evella Airport, Australia"
4174,[0.36357143],LHG,"Lightning Ridge Airport, Australia"
4176,[0.36357143],LER,"Leinster Airport, Australia"
4177,[0.36357143],LVO,"Laverton Airport, Australia"
4178,[0.36357143],UBB,"Mabuiag Island Airport, Australia"
4179,[0.36357143],MKR,"Meekatharra Airport, Australia"
4185,[0.36357143],MMG,"Mount Magnet Airport, Australia"
4012,[0.36357143],WKK,"Aleknagik Airport, United States"
4009,[0.36357143],NAL,"Nalchik Airport, Russia"
4006,[0.36357143],HTG,"Khatanga Airport, Russia"
4004,[0.36357143],KYZ,"Kyzyl Airport, Russia"
3775,[0.36357143],NQT,"Nottingham Airport, United Kingdom"
3776,[0.36357143],SJY,"Seinäjoki Airport, Finland"
3777,[0.36357143],HGL,"Helgoland-Düne Airport, Germany"
3778,[0.36357143],HEI,"Heide-Büsum Airport, Germany"
3785,[0.36357143],ZWL,"Wollaston Lake Airport, Canada"
3787,[0.36357143],ZTM,"Shamattawa Airport, Canada"
3794,[0.36357143],ZJN,"Swan River Airport, Canada"
3795,[0.36357143],ZGI,"Gods River Airport, Canada"
3796,[0.36357143],ZFD,"Fond-Du-Lac Airport, Canada"
3799,[0.36357143],ILF,"Ilford Airport, Canada"
3800,[0.36357143],ZAC,"York Landing Airport, Canada"
3806,[0.36357143],YST,"St. Theresa Point Airport, Canada"
3808,[0.36357143],YSF,"Stony Rapids Airport, Canada"
3811,[0.36357143],YQN,"Nakina Airport, Canada"
3817,[0.36357143],YOH,"Oxford House Airport, Canada"
3818,[0.36357143],YNL,"Points North Landing Airport, Canada"
3819,[0.36357143],YNE,"Norway House Airport, Canada"
3831,[0.36357143],YIV,"Island Lake Airport, Canada"
3836,[0.36357143],YHC,"Vancouver Harbour Water Airport, Canada"
3772,[0.36357143],FIE,"Fair Isle Airport, United Kingdom"
3767,[0.36357143],LWK,"Lerwick / Tingwall Airport, United Kingdom"
3764,[0.36357143],PZE,"Penzance Heliport, United Kingdom"
3733,[0.36357143],MBD,"Mmabatho International Airport, South Africa"
3723,[0.36357143],JVA,"Ankavandra Airport, Madagascar"
3724,[0.36357143],WAQ,"Antsalova Airport, Madagascar"
3725,[0.36357143],YVA,"Iconi Airport, Comoros"
3728,[0.36357143],DIS,"Loubomo Airport, Congo (Brazzaville)"
3729,[0.36357143],TLD,"Limpopo Valley Airport, Botswana"
3730,[0.36357143],SWX,"Shakawe Airport, Botswana"
3731,[0.36357143],ORP,"Orapa Airport, Botswana"
3732,[0.36357143],GNZ,"Ghanzi Airport, Botswana"
3734,[0.36357143],AAM,"Malamala Airport, South Africa"
3763,[0.36357143],HLY,"Anglesey Airport, United Kingdom"
3736,[0.36357143],QRA,"Rand Airport, South Africa"
3737,[0.36357143],VTS,"Ventspils International Airport, Latvia"
3739,[0.36357143],HIL,"Shilavo Airport, Ethiopia"
3741,[0.36357143],SQO,"Storuman Airport, Sweden"
3743,[0.36357143],TYF,"Torsby Airport, Sweden"
3745,[0.36357143],HFS,"Hagfors Airport, Sweden"
3749,[0.36357143],VRY,"Værøy Heliport, Norway"
3760,[0.36357143],CNL,"Sindal Airport, Denmark"
3842,[0.36357143],YGO,"Gods Lake Narrows Airport, Canada"
3843,[0.36357143],YGB,"Texada Gillies Bay Airport, Canada"
3850,[0.36357143],YRF,"Cartwright Airport, Canada"
3975,[0.36357143],SFE,"San Fernando Airport, Philippines"
3952,[0.36357143],SRJ,"Capitán Av. German Quiroga G. Airport, Bolivia"
3959,[0.36357143],GLJ,"La Jagua Airport, Colombia"
3960,[0.36357143],CRC,"Santa Ana Airport, Colombia"
3961,[0.36357143],PSY,"Stanley Airport, Falkland Islands"
3964,[0.36357143],SOD,"Sorocaba Airport, Brazil"
3965,[0.36357143],ESR,"Ricardo García Posada Airport, Chile"
3969,[0.36357143],NEC,"Necochea Airport, Argentina"
3970,[0.36357143],ING,"Lago Argentino Airport, Argentina"
3978,[0.36357143],TDG,"Tandag Airport, Philippines"
3948,[0.36357143],MDO,"El Jaguel / Punta del Este Airport, Uruguay"
3982,[0.36357143],SFS,"Subic Bay International Airport, Philippines"
3985,[0.36357143],OHO,"Okhotsk Airport, Russia"
3986,[0.36357143],UJE,"Ujae Atoll Airport, Marshall Islands"
3987,[0.36357143],MPW,"Mariupol International Airport, Ukraine"
3994,[0.36357143],RWN,"Rivne International Airport, Ukraine"
3998,[0.36357143],AMV,"Amderma Airport, Russia"
4002,[0.36357143],MVQ,"Mogilev Airport, Belarus"
4003,[0.36357143],EIE,"Yeniseysk Airport, Russia"
3951,[0.36357143],LHC,"Caballococha Airport, Peru"
3946,[0.36357143],DSD,"La Désirade Airport, Guadeloupe"
3852,[0.36357143],YBE,"Uranium City Airport, Canada"
3909,[0.36357143],KRI,"Kikori Airport, Papua New Guinea"
3873,[0.36357143],YCK,"Colville Lake Airport, Canada"
3879,[0.36357143],YWS,"Whistler/Green Lake Water Aerodrome, Canada"
3880,[0.36357143],PND,"Punta Gorda Airport, Belize"
3882,[0.36357143],VPN,"Vopnafjörður Airport, Iceland"
3883,[0.36357143],THO,"Thorshofn Airport, Iceland"
3885,[0.36357143],GRY,"Grímsey Airport, Iceland"
3894,[0.36357143],JGO,"Qeqertarsuaq Heliport, Greenland"
3908,[0.36357143],KMA,"Kerema Airport, Papua New Guinea"
3915,[0.36357143],CMU,"Chimbu Airport, Papua New Guinea"
3945,[0.36357143],BBR,"Baillif Airport, Guadeloupe"
3922,[0.36357143],MNY,"Mono Airport, Solomon Islands"
3923,[0.36357143],GZO,"Nusatupe Airport, Solomon Islands"
3927,[0.36357143],MBU,"Babanakira Airport, Solomon Islands"
3932,[0.36357143],KXK,"Komsomolsk-on-Amur Airport, Russia"
3933,[0.36357143],OYG,"Moyo Airport, Uganda"
3937,[0.36357143],CNN,"Chulman, Russia"
3941,[0.36357143],UNI,"Union Island International Airport, Saint Vincent and the Grenadines"
3942,[0.36357143],BQU,"J F Mitchell Airport, Saint Vincent and the Grenadines"
3318,[0.36357143],PUR,"Puerto Rico Airport, Bolivia"
3317,[0.36357143],REY,"Reyes Airport, Bolivia"
3316,[0.36357143],ORG,"Zorg en Hoop Airport, Suriname"
2630,[0.36357143],NKT,"Cherry Point Mcas, United States"
2593,[0.36357143],MNM,"Menominee Marinette Twin Co, United States"
2594,[0.36357143],CXO,"Lone Star Executive, United States"
2598,[0.36357143],COF,"Patrick Afb, United States"
2599,[0.36357143],TEB,"Teterboro, United States"
2600,[0.36357143],RCA,"Ellsworth Afb, United States"
2604,[0.36357143],MLC,"Mc Alester Rgnl, United States"
2606,[0.36357143],CFD,"Coulter Fld, United States"
2608,[0.36357143],ESF,"Esler Rgnl, United States"
2609,[0.36357143],LTS,"Altus Afb, United States"
2611,[0.36357143],MIB,"Minot Afb, United States"
2612,[0.36357143],BAB,"Beale Afb, United States"
2613,[0.36357143],IKK,"Greater Kankakee, United States"
2614,[0.36357143],GSB,"Seymour Johnson Afb, United States"
2617,[0.36357143],RIU,"Rancho Murieta, United States"
2621,[0.36357143],PMB,"Pembina Muni, United States"
2622,[0.36357143],POE,"Polk Aaf, United States"
2623,[0.36357143],EIL,"Eielson Afb, United States"
2625,[0.36357143],LFK,"Angelina Co, United States"
2628,[0.36357143],ADM,"Ardmore Muni, United States"
2589,[0.36357143],HIF,"Hill Afb, United States"
2582,[0.36357143],MPV,"Edward F Knapp State, United States"
2581,[0.36357143],MWH,"Grant Co Intl, United States"
2562,[0.36357143],SZL,"Whiteman Afb, United States"
2545,[0.36357143],PAQ,"Palmer Muni, United States"
2548,[0.36357143],EFD,"Ellington Fld, United States"
2549,[0.36357143],NUW,"Whidbey Island Nas, United States"
2550,[0.36357143],ALI,"Alice Intl, United States"
2551,[0.36357143],VAD,"Moody Afb, United States"
2555,[0.36357143],BDR,"Igor I Sikorsky Mem, United States"
2557,[0.36357143],GLS,"Scholes Intl At Galveston, United States"
2559,[0.36357143],HDH,"Dillingham, United States"
2563,[0.36357143],AKC,"Akron Fulton Intl, United States"
2579,[0.36357143],HUF,"Terre Haute Intl Hulman Fld, United States"
2564,[0.36357143],GWO,"Greenwood Leflore, United States"
2566,[0.36357143],FOK,"Francis S Gabreski, United States"
2568,[0.36357143],TNX,"Tonopah Test Range, United States"
2569,[0.36357143],LNA,"Palm Beach Co Park, United States"
2570,[0.36357143],NZY,"North Island Nas, United States"
2571,[0.36357143],BIF,"Biggs Aaf, United States"
2576,[0.36357143],LOU,"Bowman Fld, United States"
2577,[0.36357143],FHU,"Sierra Vista Muni Libby Aaf, United States"
2629,[0.36357143],WRI,"Mc Guire Afb, United States"
2631,[0.36357143],SBO,"Emanuel Co, United States"
3315,[0.36357143],MVS,"Mucuri Airport, Brazil"
2636,[0.36357143],BDE,"Baudette Intl, United States"
2697,[0.36357143],FMH,"Otis Angb, United States"
2699,[0.36357143],SKF,"Lackland Afb Kelly Fld Annex, United States"
2705,[0.36357143],SSC,"Shaw Afb, United States"
2707,[0.36357143],GVT,"Majors, United States"
2709,[0.36357143],DET,"Coleman A Young Muni, United States"
2712,[0.36357143],WWD,"Cape May Co, United States"
2713,[0.36357143],NFL,"Fallon Nas, United States"
2714,[0.36357143],MTC,"Selfridge Angb, United States"
2718,[0.36357143],NQX,"Key West Nas, United States"
2722,[0.36357143],PNE,"Northeast Philadelphia, United States"
2727,[0.36357143],TCS,"Truth Or Consequences Muni, United States"
2728,[0.36357143],PMD,"Palmdale Rgnl Usaf Plt 42, United States"
2729,[0.36357143],RND,"Randolph Afb, United States"
2730,[0.36357143],NJK,"El Centro Naf, United States"
2732,[0.36357143],FYV,"Drake Fld, United States"
2733,[0.36357143],FSI,"Henry Post Aaf, United States"
2734,[0.36357143],PNM,"Princeton Muni, United States"
2735,[0.36357143],FFO,"Wright Patterson Afb, United States"
2737,[0.36357143],MWL,"Mineral Wells, United States"
2695,[0.36357143],FTW,"Fort Worth Meacham Intl, United States"
2693,[0.36357143],TNT,"Dade Collier Training And Transition, United States"
2688,[0.36357143],SFF,"Felts Fld, United States"
2656,[0.36357143],MER,"Castle, United States"
2637,[0.36357143],SAC,"Sacramento Executive, United States"
2640,[0.36357143],MGE,"Dobbins Arb, United States"
2641,[0.36357143],SKA,"Fairchild Afb, United States"
2642,[0.36357143],HTL,"Roscommon Co, United States"
2643,[0.36357143],PAM,"Tyndall Afb, United States"
2646,[0.36357143],TCM,"Mc Chord Afb, United States"
2650,[0.36357143],HLR,"Hood Aaf, United States"
2652,[0.36357143],MIV,"Millville Muni, United States"
2657,[0.36357143],MCC,"Mc Clellan Afld, United States"
2681,[0.36357143],CXL,"Calexico Intl, United States"
2659,[0.36357143],INK,"Winkler Co, United States"
2661,[0.36357143],VRB,"Vero Beach Muni, United States"
2665,[0.36357143],EDF,"Elmendorf Afb, United States"
2668,[0.36357143],DYS,"Dyess Afb, United States"
2672,[0.36357143],DPA,"Dupage, United States"
2675,[0.36357143],INJ,"Hillsboro Muni, United States"
2676,[0.36357143],NIP,"Jacksonville Nas, United States"
2679,[0.36357143],FTK,"Godman Aaf, United States"
2544,[0.36357143],ORT,"Northway, United States"
2543,[0.36357143],BKF,"Buckley Afb, United States"
2541,[0.36357143],RDR,"Grand Forks Afb, United States"
2539,[0.36357143],NPA,"Pensacola Nas, United States"
2427,[0.36357143],ENV,"Wendover, United States"
2428,[0.36357143],BFM,"Mobile Downtown, United States"
2431,[0.36357143],NOW,"Port Angeles Cgas, United States"
2440,[0.36357143],FXE,"Fort Lauderdale Executive, United States"
2442,[0.36357143],AND,"Anderson Rgnl, United States"
2444,[0.36357143],HWO,"North Perry, United States"
2446,[0.36357143],CTB,"Cut Bank Muni, United States"
2447,[0.36357143],ARA,"Acadiana Rgnl, United States"
2450,[0.36357143],DUG,"Bisbee Douglas Intl, United States"
2451,[0.36357143],BIG,"Allen Aaf, United States"
2452,[0.36357143],CNW,"Tstc Waco, United States"
2453,[0.36357143],ANN,"Annette Island, United States"
2454,[0.36357143],CAR,"Caribou Muni, United States"
2455,[0.36357143],LRF,"Little Rock Afb, United States"
2456,[0.36357143],HUA,"Redstone Aaf, United States"
2457,[0.36357143],POB,"Pope Field, United States"
2458,[0.36357143],DHT,"Dalhart Muni, United States"
2459,[0.36357143],DLF,"Laughlin Afb, United States"
2461,[0.36357143],ANB,"Anniston Metro, United States"
2426,[0.36357143],RME,"Griffiss Afld, United States"
2425,[0.36357143],SUU,"Travis Afb, United States"
2420,[0.36357143],NSE,"Whiting Fld Nas North, United States"
2407,[0.36357143],BMX,"Big Mountain Afs, United States"
2394,[0.36357143],Z84,"Clear, United States"
2395,[0.36357143],UTO,"Indian Mountain Lrrs, United States"
2397,[0.36357143],SVW,"Sparrevohn Lrrs, United States"
2398,[0.36357143],FRN,"Bryant Ahp, United States"
2400,[0.36357143],CZF,"Cape Romanzof Lrrs, United States"
2401,[0.36357143],BED,"Laurence G Hanscom Fld, United States"
2403,[0.36357143],EHM,"Cape Newenham Lrrs, United States"
2404,[0.36357143],PBV,"St George, United States"
2408,[0.36357143],OSC,"Oscoda Wurtsmith, United States"
2419,[0.36357143],PBF,"Grider Fld, United States"
2409,[0.36357143],OAR,"Marina Muni, United States"
2410,[0.36357143],MHR,"Sacramento Mather, United States"
2411,[0.36357143],BYS,"Bicycle Lake Aaf, United States"
2412,[0.36357143],NXP,"Twentynine Palms Eaf, United States"
2414,[0.36357143],MRI,"Merrill Fld, United States"
2415,[0.36357143],GNT,"Grants Milan Muni, United States"
2416,[0.36357143],PNC,"Ponca City Rgnl, United States"
2417,[0.36357143],SVN,"Hunter Aaf, United States"
2463,[0.36357143],DOV,"Dover Afb, United States"
2465,[0.36357143],FME,"Tipton, United States"
2466,[0.36357143],NID,"China Lake Naws, United States"
2524,[0.36357143],SPG,"Albert Whitted, United States"
2508,[0.36357143],UPP,"Upolu, United States"
2510,[0.36357143],MKO,"Davis Fld, United States"
2513,[0.36357143],CDS,"Childress Muni, United States"
2514,[0.36357143],BIX,"Keesler Afb, United States"
2515,[0.36357143],LSF,"Lawson Aaf, United States"
2516,[0.36357143],NQI,"Kingsville Nas, United States"
2517,[0.36357143],FRI,"Marshall Aaf, United States"
2523,[0.36357143],HKY,"Hickory Rgnl, United States"
2525,[0.36357143],FMY,"Page Fld, United States"
2505,[0.36357143],IKR,"Kirtland Air Force Base, United States"
2527,[0.36357143],MLT,"Millinocket Muni, United States"
2528,[0.36357143],ADW,"Andrews Afb, United States"
2529,[0.36357143],INT,"Smith Reynolds, United States"
2530,[0.36357143],VCV,"Southern California Logistics, United States"
2531,[0.36357143],CEW,"Bob Sikes, United States"
2532,[0.36357143],GTB,"Wheeler Sack Aaf, United States"
2533,[0.36357143],PHN,"St Clair Co Intl, United States"
2538,[0.36357143],DMA,"Davis Monthan Afb, United States"
2506,[0.36357143],GRF,"Gray Aaf, United States"
2502,[0.36357143],ECG,"Elizabeth City Cgas Rgnl, United States"
2472,[0.36357143],INS,"Creech Afb, United States"
2485,[0.36357143],HUL,"Houlton Intl, United States"
2475,[0.36357143],HHI,"Wheeler Aaf, United States"
2476,[0.36357143],MXF,"Maxwell Afb, United States"
2477,[0.36357143],RBM,"Robinson Aaf, United States"
2479,[0.36357143],FCS,"Butts Aaf, United States"
2481,[0.36357143],NKX,"Miramar Mcas, United States"
2482,[0.36357143],LUF,"Luke Afb, United States"
2483,[0.36357143],HRT,"Hurlburt Fld, United States"
2484,[0.36357143],HHR,"Jack Northrop Fld Hawthorne Muni, United States"
2486,[0.36357143],END,"Vance Afb, United States"
2501,[0.36357143],TIK,"Tinker Afb, United States"
2487,[0.36357143],NTD,"Point Mugu Nas, United States"
2488,[0.36357143],EDW,"Edwards Afb, United States"
2492,[0.36357143],NLC,"Lemoore Nas, United States"
2494,[0.36357143],FAF,"Felker Aaf, United States"
2495,[0.36357143],HOP,"Campbell Aaf, United States"
2497,[0.36357143],NHK,"Patuxent River Nas, United States"
2498,[0.36357143],PSX,"Palacios Muni, United States"
2499,[0.36357143],BYH,"Arkansas Intl, United States"
2738,[0.36357143],IAB,"Mc Connell Afb, United States"
2739,[0.36357143],NBG,"New Orleans Nas Jrb, United States"
2740,[0.36357143],BFT,"Beaufort, United States"
3039,[0.36357143],LEV,"Levuka Airfield, Fiji"
3123,[0.36357143],BJH,"Bajhang, Nepal"
3143,[0.36357143],NOE,"Sonderlandeplatz Norden-Norddeich, Germany"
3144,[0.36357143],JUI,"Verkehrslandeplatz Juist, Germany"
3146,[0.36357143],GDA,"Gounda Airport, Central African Republic"
3153,[0.36357143],SGR,"Sugar Land Regional Airport, United States"
3154,[0.36357143],HIS,"Hayman Island Airport, Australia"
3155,[0.36357143],APA,"Centennial, United States"
3157,[0.36357143],FST,"Fort Stockton Pecos Co, United States"
3158,[0.36357143],LVS,"Las Vegas Muni, United States"
3159,[0.36357143],IWS,"West Houston, United States"
3160,[0.36357143],LHX,"La Junta Muni, United States"
3161,[0.36357143],LRU,"Las Cruces Intl, United States"
3162,[0.36357143],BKD,"Stephens Co, United States"
3163,[0.36357143],TPL,"Draughon Miller Central Texas Rgnl, United States"
3164,[0.36357143],OZA,"Ozona Muni, United States"
3165,[0.36357143],HEW,"Athen Helenikon Airport, Greece"
3166,[0.36357143],WKL,"Waikoloa Heliport, United States"
3168,[0.36357143],LAK,"Aklavik, Canada"
3179,[0.36357143],CGF,"Cuyahoga County, United States"
3122,[0.36357143],DOP,"Dolpa, Nepal"
3121,[0.36357143],IMK,"Simikot, Nepal"
3118,[0.36357143],TPJ,"Taplejung, Nepal"
3107,[0.36357143],BHP,"Bhojpur, Nepal"
3047,[0.36357143],PCN,"Koromiko, New Zealand"
3064,[0.36357143],MFA,"Mafia, Tanzania"
3068,[0.36357143],SNV,"Santa Elena Airport, Venezuela"
3077,[0.36357143],BLH,"Blythe Airport, United States"
3089,[0.36357143],MWQ,"Magwe, Burma"
3090,[0.36357143],KHM,"Khamti, Burma"
3101,[0.36357143],AAH,"Flugplatz Merzbrueck, Germany"
3106,[0.36357143],LUA,"Lukla, Nepal"
3108,[0.36357143],LDN,"Lamidanda, Nepal"
3117,[0.36357143],HRJ,"Chaurjhari, Nepal"
3109,[0.36357143],JMO,"Jomsom, Nepal"
3110,[0.36357143],NGX,"Manang, Nepal"
3111,[0.36357143],PPL,"Phaplu, Nepal"
3112,[0.36357143],TMK,"Thamkharka, Nepal"
3113,[0.36357143],RUM,"Rumjatar, Nepal"
3114,[0.36357143],DNP,"Tulsipur, Nepal"
3115,[0.36357143],RUK,"Rukumkot, Nepal"
3116,[0.36357143],JUM,"Jumla, Nepal"
3180,[0.36357143],MFD,"Mansfield Lahm Regional, United States"
3183,[0.36357143],FNL,"Fort Collins Loveland Muni, United States"
3185,[0.36357143],TVL,"Lake Tahoe Airport, United States"
3290,[0.36357143],IWA,"Yuzhny, Russia"
3256,[0.36357143],LAA,"Lamar Muni, United States"
3257,[0.36357143],GLD,"Renner Fld, United States"
3264,[0.36357143],FBU,"Fornebu, Norway"
3273,[0.36357143],BKA,"Bykovo, Russia"
3278,[0.36357143],ZWU,"Washington Union Station, United States"
3284,[0.36357143],PKV,"Kresty, Russia"
3285,[0.36357143],KGP,"Kogalym International, Russia"
3289,[0.36357143],CRZ,"Turkmenabat, Turkmenistan"
3293,[0.36357143],JON,"Johnston Atoll, Johnston Atoll"
3251,[0.36357143],HKV,"Uzundzhovo, Bulgaria"
3294,[0.36357143],SMD,"Smith Fld, United States"
3298,[0.36357143],TCL,"Tuscaloosa Rgnl, United States"
